preco,ano_construcao,ano_Venda,m2,andar,tipo_Aquecimento,tempo_ate_onibus,tempo_ate_metro,qtde_elevadores,qtde_escritorios_publicos_perto,qtde_hospitais_perto,qtde_lojas_departamento_perto,qtde_shoppings_perto,qtde_estacionamentos_perto,qtde_escolas_fundamental1_perto,qtde_escolas_fundamental2_perto,qtde_escolas_medio_perto,qtde_universidades_perto
1592916,2006,2008,"133,501611",20,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1040706,2005,2008,"84,913342",6,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
849552,2005,2008,"69,026929",9,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
395574,1992,2008,"53,512128",7,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1115040,1993,2008,"163,602183",17,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1592916,2007,2008,"102,472009",9,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1088490,1993,2008,"134,802253",19,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
764598,1993,2008,"84,913342",14,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1088490,1993,2008,"163,602183",1,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
865482,2005,2008,"69,026929",7,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1101768,2005,2008,"84,913342",16,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
265482,1992,2008,"53,512128",4,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1115040,1993,2008,"217,114311",24,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1747428,2007,2008,"129,506782",11,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1747428,2007,2008,"129,506782",11,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1667256,2007,2008,"131,829357",11,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
823008,1993,2008,"84,913342",23,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1061946,2006,2008,"83,891409",4,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1189380,1986,2008,"127,927431",4,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1996458,2007,2008,"128,856461",24,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
419466,1997,2008,"51,839874",12,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
1168140,2006,2008,"84,54173",12,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
334512,1985,2008,"54,534061",9,individual,0~5min,5min~10min,2,5,1,2,1,1,2,1,1,0
366366,1985,2008,"54,534061",7,individual,0~5min,5min~10min,2,5,1,2,1,1,2,1,1,0
1959288,2007,2008,"123,932602",4,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2161056,2007,2008,"137,775149",4,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1736280,2007,2008,"118,265519",3,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1847784,2007,2008,"118,265519",8,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2230086,2007,2008,"137,775149",8,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1906194,2007,2008,"118,265519",10,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1895574,2007,2008,"123,932602",3,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2076102,2006,2008,"191,008568",15,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1030086,2005,2008,"84,913342",12,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1613094,2007,2008,"131,829357",4,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1035396,2005,2008,"84,913342",21,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
2123892,2007,2008,"126,905498",21,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
769908,1993,2008,"84,913342",15,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1699110,2007,2008,"126,905498",11,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1019466,2005,2008,"84,913342",10,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
228318,1992,2008,"32,980565",5,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1327428,2007,2008,"102,472009",16,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
955752,2005,2008,"84,913342",21,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
777876,1993,2008,"84,913342",14,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1061946,1993,2008,"119,659064",13,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1353978,2005,2008,"109,997152",20,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
552210,1993,2008,"59,829532",10,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
231504,1992,2008,"32,980565",9,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1353978,2007,2008,"80,639804",20,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2001768,2007,2008,"128,856461",17,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1115040,2007,2008,"80,639804",6,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
982296,1986,2008,"105,073293",7,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1007784,2006,2008,"83,891409",14,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
2092032,2007,2008,"128,856461",38,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2176986,2007,2008,"128,856461",35,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2001768,2007,2008,"128,856461",14,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1008846,2006,2008,"83,891409",1,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
1194690,2007,2008,"80,639804",9,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
849552,1978,2008,"83,891409",8,individual,0~5min,0-5min,4,3,2,1,1,0,3,3,3,2
1168140,2007,2008,"80,639804",8,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2076102,2007,2008,"128,856461",17,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1906194,2007,2008,"137,775149",11,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2299110,2007,2008,"137,775149",19,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2092032,2007,2008,"137,775149",5,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2453094,2007,2008,"157,00607",3,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2023008,2007,2008,"137,775149",3,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2092032,2007,2008,"137,775149",4,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2044242,2006,2008,"161,929929",6,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
2283180,2006,2008,"191,008568",17,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
2283180,2006,2008,"191,008568",26,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
353094,1992,2008,"53,512128",1,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
371676,1992,2008,"53,512128",12,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
823008,1993,2008,"84,913342",10,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
727428,1993,2008,"84,913342",3,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
392916,1992,2008,"53,512128",11,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
849552,2005,2008,"69,026929",14,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
408846,1992,2008,"59,829532",6,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
552210,1993,2008,"59,829532",11,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1380528,2005,2008,"109,997152",10,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
483180,1993,2008,"59,829532",1,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
292032,1992,2008,"53,512128",3,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
228318,1992,2008,"32,980565",2,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1115040,1993,2008,"134,802253",21,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
738048,1986,2008,"105,073293",1,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
796458,1986,2008,"84,913342",7,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
907962,1986,2008,"105,073293",3,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2389380,2007,2008,"141,119657",26,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1141590,1986,2008,"127,927431",9,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
995574,1986,2008,"121,981639",4,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2453094,2007,2008,"157,00607",3,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1847784,2007,2008,"118,265519",6,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2299110,2007,2008,"137,775149",17,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2230086,2007,2008,"137,775149",6,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2092032,2007,2008,"137,775149",3,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
2161056,2007,2008,"137,775149",6,individual,0~5min,0-5min,5,4,1,2,1,1,2,1,1,1
1672566,2006,2008,"161,929929",5,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
2283180,2006,2008,"191,008568",11,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1226544,2006,2008,"84,913342",13,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
451326,1993,2008,"59,829532",21,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
504420,1993,2008,"59,829532",6,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
552210,1993,2008,"59,829532",18,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
477876,1992,2008,"59,829532",10,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
1226544,1993,2008,"217,114311",14,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1513272,2007,2008,"84,913342",13,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1168140,1993,2008,"217,114311",12,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
382296,1992,2008,"53,512128",7,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
225660,1992,2008,"32,980565",10,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
541590,1993,2008,"59,829532",18,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
690264,1993,2008,"84,913342",2,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1640706,2007,2008,"129,506782",15,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
217698,1992,2008,"32,980565",13,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
929202,2005,2008,"84,913342",8,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
544242,1993,2008,"59,829532",8,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
769908,1993,2008,"84,913342",7,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1035396,2006,2008,"83,891409",3,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
2092032,2007,2008,"128,856461",43,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2176986,2007,2008,"128,856461",35,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2692032,2007,2008,"152,639629",35,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
451326,1997,2008,"59,829532",7,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
440706,1997,2008,"59,829532",4,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
424776,1997,2008,"51,839874",13,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
1083180,2006,2008,"75,623042",6,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
738048,2003,2008,"84,263021",8,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
600000,1986,2008,"84,54173",16,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
1486722,2006,2008,"133,501611",6,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
544242,1993,2008,"59,829532",9,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1096458,2005,2008,"84,913342",13,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
823008,2005,2008,"69,026929",20,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
369024,1992,2008,"53,512128",2,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1295574,2005,2008,"109,997152",16,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1748490,2007,2008,"131,829357",26,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
469908,1993,2008,"59,829532",5,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
276102,1992,2008,"32,980565",9,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
676986,1993,2008,"84,913342",2,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
496458,1993,2008,"59,829532",16,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
398226,1992,2008,"53,512128",11,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
467256,1993,2008,"59,829532",1,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
546900,1993,2008,"59,829532",18,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
823008,2005,2008,"69,026929",19,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1008846,2005,2008,"84,913342",20,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
2001768,2007,2008,"128,856461",16,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2092032,2007,2008,"128,856461",42,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
860172,1986,2008,"84,913342",2,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2336280,2007,2008,"141,119657",31,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
849552,1986,2008,"84,913342",2,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
2076102,2007,2008,"128,856461",26,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
350442,1997,2008,"39,94829",8,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
334512,1997,2008,"39,94829",5,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
354690,1985,2008,"54,534061",10,individual,0~5min,5min~10min,2,5,1,2,1,1,2,1,1,0
557520,1986,2008,"84,54173",11,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
1380528,2006,2008,"106,745547",12,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
764598,1993,2008,"84,913342",8,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1061946,1993,2008,"163,602183",19,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
716814,1993,2008,"84,913342",4,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
363714,1992,2008,"53,512128",13,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1663536,2007,2008,"126,905498",5,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1747428,2007,2008,"129,506782",12,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1689552,2007,2008,"126,905498",9,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1663536,2007,2008,"126,905498",4,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1695396,2007,2008,"129,506782",5,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1721412,2007,2008,"129,506782",9,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1259466,2007,2008,"102,472009",5,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1721412,2007,2008,"129,506782",9,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1667256,2007,2008,"131,829357",11,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1747428,2007,2008,"129,506782",14,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1667256,2007,2008,"131,829357",12,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1695396,2007,2008,"129,506782",3,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1695396,2007,2008,"129,506782",4,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1321590,2007,2008,"102,472009",30,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1721412,2007,2008,"129,506782",8,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1773450,2007,2008,"129,506782",25,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1747428,2007,2008,"129,506782",13,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1721412,2007,2008,"129,506782",7,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1773450,2007,2008,"129,506782",23,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1695396,2007,2008,"129,506782",4,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1640172,2007,2008,"131,829357",7,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1721412,2007,2008,"129,506782",6,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1667256,2007,2008,"131,829357",21,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1695396,2007,2008,"129,506782",5,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1695396,2007,2008,"129,506782",3,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1695396,2007,2008,"129,506782",5,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1640172,2007,2008,"131,829357",6,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1721412,2007,2008,"129,506782",6,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1667256,2007,2008,"131,829357",17,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1747428,2007,2008,"129,506782",12,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1773450,2007,2008,"129,506782",18,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1773450,2007,2008,"129,506782",27,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1721412,2007,2008,"129,506782",9,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1773450,2007,2008,"129,506782",16,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1773450,2007,2008,"129,506782",17,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1773450,2007,2008,"129,506782",21,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1695396,2007,2008,"129,506782",4,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1747428,2007,2008,"129,506782",14,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1667256,2007,2008,"131,829357",21,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1721412,2007,2008,"129,506782",6,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1721412,2007,2008,"129,506782",8,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1747428,2007,2008,"129,506782",14,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1667256,2007,2008,"131,829357",16,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
228318,1992,2008,"32,980565",13,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
690264,1993,2008,"84,913342",18,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
743358,1986,2008,"105,073293",2,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1258404,2007,2008,"80,639804",8,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
934512,1986,2008,"105,073293",7,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
1061946,2006,2008,"83,891409",10,individual,5min~10min,0-5min,11,3,1,1,1,0,4,3,3,1
3339822,2007,2008,"179,116984",31,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1115040,2006,2008,"84,54173",19,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
286722,1986,2008,"47,194724",2,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
546900,1986,2008,"84,54173",13,individual,0~5min,5min~10min,2,5,1,2,1,1,6,2,3,2
1576986,2006,2008,"131,179036",8,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
504420,1993,2008,"59,829532",7,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1721412,2007,2008,"129,506782",10,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
690264,1993,2008,"84,913342",4,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
223008,1992,2008,"32,980565",10,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
828318,2005,2008,"69,026929",13,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
740706,2005,2008,"69,026929",21,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
209730,1992,2008,"32,980565",12,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
1747428,2007,2008,"129,506782",12,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
743358,1993,2008,"84,913342",11,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
690264,1993,2008,"84,913342",5,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
451326,1993,2008,"59,829532",9,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1663536,2007,2008,"126,905498",3,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1205304,2007,2008,"80,639804",14,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
785838,1986,2008,"84,913342",1,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
430086,1997,2008,"59,829532",10,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
448668,1997,2008,"59,829532",13,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
400884,1997,2008,"51,839874",11,individual,5min~10min,15min~20min,4,7,1,2,1,1,4,0,0,3
716814,2006,2008,"59,086308",19,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
1128318,2006,2008,"84,54173",8,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
318582,1985,2008,"54,534061",4,individual,0~5min,5min~10min,2,5,1,2,1,1,2,1,1,0
1709730,2006,2008,"161,929929",6,individual,0~5min,0-5min,11,1,1,0,1,0,2,2,1,2
1314156,2007,2008,"131,829357",17,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
530970,1993,2008,"59,829532",11,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
204420,1992,2008,"32,980565",2,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
573450,1993,2008,"59,829532",7,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1295574,2007,2008,"129,506782",7,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
398226,1992,2008,"59,45792",9,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
902652,2005,2008,"84,913342",23,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
727428,1993,2008,"84,913342",10,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
2453094,2007,2008,"152,639629",2,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
2453094,2007,2008,"152,639629",2,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
3164598,2007,2008,"179,116984",30,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
902652,1986,2008,"105,073293",8,central,0~5min,10min~15min,27,5,1,1,0,1,3,1,1,1
759288,1993,2009,"84,913342",25,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1258404,2007,2009,"131,829357",11,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
477876,1993,2009,"59,829532",17,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
477876,1993,2009,"59,829532",18,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
541590,1993,2009,"59,829532",11,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1000884,2005,2009,"109,997152",6,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
504420,1993,2009,"59,829532",12,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1291056,2007,2009,"129,506782",6,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
477876,1993,2009,"59,829532",15,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1380528,2007,2009,"102,472009",21,individual,0~5min,0-5min,10,2,2,2,2,1,2,2,2,2
1327428,1993,2009,"217,114311",6,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
196458,1992,2009,"32,980565",1,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
926544,2005,2009,"84,913342",18,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1298226,2007,2009,"80,639804",15,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
3010614,2007,2009,"179,116984",2,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
3010614,2007,2009,"179,116984",3,individual,0~5min,0-5min,16,3,1,2,1,2,3,3,2,2
1168140,2006,2009,"84,54173",10,individual,5min~10min,10min~15min,0,2,1,1,1,0,3,2,2,2
976986,2005,2009,"84,913342",8,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
743358,1993,2009,"84,913342",4,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
1008846,1993,2009,"163,602183",15,individual,0~5min,15min~20min,20,6,2,0,1,0,4,3,5,5
823008,2005,2009,"84,913342",4,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
1003536,2005,2009,"84,913342",13,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
961056,2005,2009,"84,913342",16,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
865482,2005,2009,"84,913342",22,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
424776,1992,2009,"59,829532",2,individual,5min~10min,15min~20min,8,5,1,1,1,0,3,3,4,4
220884,1992,2009,"32,980565",13,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
307962,1992,2009,"53,512128",1,individual,5min~10min,10min~15min,10,7,1,1,1,1,4,3,5,5
982296,2005,2009,"84,913342",13,individual,0~5min,5min~10min,0,5,2,0,1,0,3,4,4,4
